COGS,Country,Discount Band,Year,Quarter,Month,Day,Discounts,Gross Sales,Manufacturing Price,Month Name,Product,Month Number,Profit,Sale Price,Sales,Segment,Units Sold,Year
608625,France,Low,2014,Qtr 1,January,1,21910.5,730350,10,January,Paseo,1,99814.5,300,708439.5,Small Business,2434.5,2014
609000,Canada,Medium,2013,Qtr 4,December,1,43848,730800,250,December,VTT,12,77952,300,686952,Small Business,2436,2013
615000,Mexico,Medium,2014,Qtr 2,June,1,59040,738000,10,June,Paseo,6,63960,300,678960,Small Business,2460,2014
615000,Mexico,Medium,2014,Qtr 2,June,1,59040,738000,260,June,Amarilla,6,63960,300,678960,Small Business,2460,2014
615000,United States of America,High,2014,Qtr 3,July,1,103320,738000,120,July,Velo,7,19680,300,634680,Small Business,2460,2014
618750,France,High,2014,Qtr 1,March,1,111375,742500,260,March,Amarilla,3,12375,300,631125,Small Business,2475,2014
624500,United States of America,Low,2013,Qtr 3,September,1,7494,749400,5,September,Montana,9,117406,300,741906,Small Business,2498,2013
628420,Mexico,Medium,2014,Qtr 1,January,1,76135.5,845950,10,January,Paseo,1,141394.5,350,769814.5,Government,2417,2014
634000,Germany,High,2013,Qtr 4,November,1,106512,760800,120,November,Velo,11,20288,300,654288,Small Business,2536,2013
635250,United States of America,High,2014,Qtr 3,August,1,106722,762300,250,August,VTT,8,20328,300,655578,Small Business,2541,2014
641250,Mexico,Medium,2014,Qtr 1,January,1,69255,769500,10,January,Paseo,1,58995,300,700245,Small Business,2565,2014
643500,United States of America,High,2013,Qtr 4,November,1,115830,772200,120,November,Velo,11,12870,300,656370,Small Business,2574,2013
651250,Mexico,High,2013,Qtr 4,November,1,101595,781500,120,November,Velo,11,28655,300,679905,Small Business,2605,2013
664750,Germany,Medium,2014,Qtr 1,February,1,71793,797700,250,February,VTT,2,61157,300,725907,Small Business,2659,2014
684320,Canada,High,2014,Qtr 2,June,1,119756,921200,10,June,Paseo,6,117124,350,801444,Government,2632,2014
684320,Canada,High,2014,Qtr 2,June,1,119756,921200,120,June,Velo,6,117124,350,801444,Government,2632,2014
686750,Mexico,Medium,2014,Qtr 1,February,1,57687,824100,250,February,VTT,2,79663,300,766413,Small Business,2747,2014
702750,Germany,High,2014,Qtr 3,July,1,92763,843300,3,July,Carretera,7,47787,300,750537,Small Business,2811,2014
711000,United States of America,Low,2014,Qtr 1,February,1,25596,853200,250,February,VTT,2,116604,300,827604,Small Business,2844,2014
715000,France,None,2014,Qtr 1,February,1,0,962500,260,February,Amarilla,2,247500,350,962500,Government,2750,2014
726250,United States of America,Low,2014,Qtr 4,November,1,8715,871500,10,November,Paseo,11,136535,300,862785,Small Business,2905,2014
729500,United States of America,Low,2014,Qtr 2,May,1,35016,875400,10,May,Paseo,5,110884,300,840384,Small Business,2918,2014
729820,United States of America,High,2014,Qtr 3,August,1,98245,982450,250,August,VTT,8,154385,350,884205,Government,2807,2014
741260,Mexico,High,2014,Qtr 2,May,1,149677.5,997850,10,May,Paseo,5,106912.5,350,848172.5,Government,2851,2014
741520,Canada,Low,2014,Qtr 4,December,1,19964,998200,3,December,Carretera,12,236716,350,978236,Government,2852,2014
741520,Canada,Low,2014,Qtr 4,December,1,19964,998200,10,December,Paseo,12,236716,350,978236,Government,2852,2014
747760,France,Medium,2014,Qtr 3,September,1,70462,1006600,260,September,Amarilla,9,188378,350,936138,Government,2876,2014
748020,Germany,Low,2014,Qtr 4,October,1,20139,1006950,120,October,Velo,10,238791,350,986811,Government,2877,2014
748020,Germany,Low,2014,Qtr 4,October,1,20139,1006950,250,October,VTT,10,238791,350,986811,Government,2877,2014
748250,United States of America,High,2014,Qtr 1,March,1,89790,897900,260,March,Amarilla,3,59860,300,808110,Small Business,2993,2014
771160,Germany,Low,2013,Qtr 4,October,1,20762,1038100,120,October,Velo,10,246178,350,1017338,Government,2966,2013
771160,Germany,Low,2013,Qtr 4,October,1,20762,1038100,260,October,Amarilla,10,246178,350,1017338,Government,2966,2013
873750,United States of America,High,2014,Qtr 1,January,1,125820,1048500,10,January,Paseo,1,48930,300,922680,Small Business,3495,2014
897000,United States of America,Low,2014,Qtr 3,July,1,48300,1207500,10,July,Paseo,7,262200,350,1159200,Government,3450,2014
948375,Canada,Medium,2014,Qtr 3,July,1,102424.5,1138050,120,July,Velo,7,87250.5,300,1035625.5,Small Business,3793.5,2014
950625,Canada,Medium,2014,Qtr 2,April,1,102667.5,1140750,5,April,Montana,4,87457.5,300,1038082.5,Small Business,3802.5,2014
